Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,180,10,9,"10, 1, 4, 5, 6, 7,12,14,15,20","9, 2, 3, 8,11,13,16,17,18,19",1500,1500,71.646,108.26,1428.354,1391.74,3000,2820.094,1410.047,10,10,"0,85,106,148,182,199,244,267,315,332.03,358.23","0,56,109,151,241,279.2,328.4,355.2,381.3,468.3,541.3"
1,181,10,11,"10, 1, 4, 5, 6, 7,12,16,17,18","11, 2, 3, 8, 9,13,14,15,19,20",1500,1500,79.74,103.218,1420.26,1396.782,3000,2817.042,1408.521,10,10,"0,85,106,148,182,199,244,266.4,293.2,319.3,398.7","0,40,93,135,213,238.1,307.1,355.1,404.3,436.69,516.09"
1,182,10,12,"10, 2, 3, 5, 6, 7, 9,11,13,16,17,18","12, 1, 4, 8,14,15,19,20",1800,1200,93.84,64.518,1706.16,1135.482,3000,2841.642,1420.821,12,8,"0,32,85,136,170,187,229,249.5,287.7,336.9,363.7,389.8,469.2","0,21,42,96,134,182,231.2,263.59,322.59"
1,183,10,13,"10, 1, 4, 5, 6, 7,12,16,17,18","13, 2, 3, 8, 9,11,14,15,19,20",1500,1500,79.74,112.218,1420.26,1387.782,3000,2808.042,1404.021,10,10,"0,85,106,148,182,199,244,266.4,293.2,319.3,398.7","0,78,131,173,251,271.5,325.5,373.5,422.7,455.09,561.09"
1,184,10,14,"10, 2, 3, 8,12,16,17,18,19","14, 1, 4, 5, 6, 7, 9,11,13,15,20",1350,1650,64.66,86.746,1285.34,1563.254,3000,2848.594,1424.297,9,11,"0,32,85,127,151,173.4,200.2,226.3,313.3,323.3","0,43,64,106,140,157,199,219.5,257.7,374.7,391.73,433.73"
1,185,10,15,"10, 1, 4, 5, 6, 7, 9,11,13,16,17,18","15, 2, 3, 8,12,14,19,20",1800,1200,96.24,63.758,1703.76,1136.242,3000,2840.002,1420.001,12,8,"0,85,106,148,182,199,241,261.5,299.7,348.9,375.7,401.8,481.2","0,75,128,170,194,217,269.4,301.79,318.79"
1,186,10,16,"10, 2, 3, 8,12,14,15,19,20","16, 1, 4, 5, 6, 7, 9,11,13,17,18",1350,1650,65.958,66.86,1284.042,1583.14,3000,2867.182,1433.591,9,11,"0,32,85,127,151,174,222,271.2,303.59,329.79","0,28,49,91,125,142,184,204.5,242.7,282.1,308.2,334.3"
1,187,10,17,"10, 2, 3, 6, 7, 8,11,13,14,15,19,20","17, 1, 4, 5, 9,12,16,18",1800,1200,110.598,98.9,1689.402,1101.1,3000,2790.502,1395.251,12,8,"0,32,85,123,140,200,290,328.2,397.2,445.2,494.4,526.79,552.99","0,55,76,118,130,185,207.4,468.4,494.5"
1,188,10,18,"10, 2, 3, 6, 7, 9,11,13,14,15,19,20","18, 1, 4, 5, 8,12,16,17",1800,1200,93.098,55.46,1706.902,1144.54,3000,2851.442,1425.721,12,8,"0,32,85,123,140,182,202.5,240.7,309.7,357.7,406.9,439.29,465.49","0,48,69,111,178,202,224.4,251.2,277.3"
1,189,10,19,"10,12,14,15,20","19, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18",750,2250,35.846,158.16,714.154,2091.84,3000,2805.994,1402.997,5,15,"0,65,88,136,153.03,179.23","0,95,192,245,312,354,388,405,465,543,563.5,601.7,650.9,677.7,703.8,790.8"
1,190,10,20,"10, 1, 4, 5, 6, 7,12,14,15,16","20, 2, 3, 8, 9,11,13,17,18,19",1500,1500,91.26,94.918,1408.74,1405.082,3000,2813.822,1406.911,10,10,"0,85,106,148,182,199,244,267,315,389.8,456.3","0,58,111,153,231,251.5,289.7,329.1,355.2,442.2,474.59"
1,191,11,1,"11,13,16,17,18,19","1, 2, 3, 4, 5, 6, 7, 8, 9,10,12,14,15,20",900,2100,58.16,149.426,841.84,1950.574,3000,2792.414,1396.207,6,14,"0,38.2,87.4,114.2,140.3,227.3,290.8","0,97,150,217,259,293,310,370,448,515.1,580.1,603.1,651.1,668.13,747.13"
1,192,11,2,"11, 1, 4, 8, 9,13,16,17,18","2, 3, 5, 6, 7,10,12,14,15,19,20",1350,1650,79.58,91.518,1270.42,1558.482,3000,2828.902,1414.451,9,11,"0,78,99,153,231,256.1,305.3,332.1,358.2,397.9","0,53,104,138,155,182,247,270,318,367.2,399.59,457.59"
1,193,11,3,"11, 1, 2, 4, 5, 9,10,13,16,17,18","3, 6, 7, 8,12,14,15,19,20",1650,1350,125.98,63.918,1524.02,1286.082,3000,2810.102,1405.051,11,9,"0,78,175,275,317,329,396.1,488.1,537.3,564.1,590.2,629.9","0,38,55,115,139,162,210,259.2,291.59,319.59"
1,194,11,4,"11, 1, 2, 3, 6, 7, 8,10,12,14,15,19,20","4, 5, 9,13,16,17,18",1950,1050,142.498,43.64,1807.502,1006.36,3000,2813.862,1406.931,13,7,"0,78,175,228,266,283,343,415.5,480.5,503.5,551.5,600.7,633.09,712.49","0,42,54,79.1,128.3,155.1,181.2,218.2"
1,195,11,5,"11, 1, 2, 3, 4, 8, 9,12,14,15","5, 6, 7,10,13,16,17,18,19,20",1500,1500,129.3,93.898,1370.7,1406.102,3000,2776.802,1388.401,10,10,"0,78,175,228,295,349,427,482,505,553,646.5","0,34,51,78,170,219.2,246,272.1,359.1,391.49,469.49"
1,196,11,6,"11, 1, 2, 3, 4, 5, 9,13,16,17,18,19,20","6, 7, 8,10,12,14,15",1950,1050,134.998,71.3,1815.002,978.7,3000,2793.702,1396.851,13,7,"0,78,175,228,295,337,349,374.1,423.3,450.1,476.2,563.2,595.59,674.99","0,17,77,149.5,214.5,237.5,285.5,356.5"
1,197,11,7,"11, 1, 4, 5, 6, 9,10,13,16,17,18","7, 2, 3, 8,12,14,15,19,20",1650,1350,101.18,69.318,1548.82,1280.682,3000,2829.502,1414.751,11,9,"0,78,99,141,175,205,272.1,364.1,413.3,440.1,466.2,505.9","0,35,88,130,154,177,225,274.2,306.59,346.59"
1,198,11,8,"11, 1, 4, 5, 9,10,13,14,15,20","8, 2, 3, 6, 7,12,16,17,18,19",1500,1500,105.106,98.46,1394.894,1401.54,3000,2796.434,1398.217,10,10,"0,78,99,141,153,220.1,312.1,381.1,429.1,446.13,525.53","0,95,148,186,203,248,270.4,297.2,323.3,410.3,492.3"
1,199,11,9,"11, 1, 2, 3, 4, 5, 6, 7, 8,10,13,16","9,12,14,15,17,18,19,20",1800,1200,142.46,86.058,1657.54,1113.942,3000,2771.482,1385.741,12,8,"0,78,175,228,295,337,371,388,448,520.5,612.5,661.7,712.3","0,55,78,126,203.8,229.9,316.9,349.29,430.29"
1,200,11,10,"11, 2, 3, 8, 9,13,16,17,18,19","10, 1, 4, 5, 6, 7,12,14,15,20",1500,1500,98.14,71.646,1401.86,1428.354,3000,2830.214,1415.107,10,10,"0,40,93,135,213,238.1,287.3,314.1,340.2,427.2,490.7","0,85,106,148,182,199,244,267,315,332.03,358.23"
1,201,11,12,"11, 1, 4, 5, 9,13,16,17,18","12, 2, 3, 6, 7, 8,10,14,15,19,20",1350,1650,63.98,110.218,1286.02,1539.782,3000,2825.802,1412.901,9,11,"0,78,99,141,153,178.1,227.3,254.1,280.2,319.9","0,80,133,171,188,248,320.5,362.5,410.5,459.7,492.09,551.09"
1,202,11,13,"11, 1, 4, 5, 6, 7, 8,10,12,16,17,18","13, 2, 3, 9,14,15,19,20",1800,1200,100.9,94.118,1699.1,1105.882,3000,2804.982,1402.491,12,8,"0,78,99,141,175,192,252,324.5,389.5,411.9,438.7,464.8,504.5","0,78,131,188,235,283,332.2,364.59,470.59"
1,203,11,14,"11, 1, 4, 5, 9,10,13,16,17,18","14, 2, 3, 6, 7, 8,12,15,19,20",1500,1500,90.78,86.718,1409.22,1413.282,3000,2822.502,1411.251,10,10,"0,78,99,141,153,220.1,312.1,361.3,388.1,414.2,453.9","0,58,111,149,166,226,250,310,359.2,391.59,433.59"
1,204,11,15,"11, 1, 4, 5, 6, 7, 9,10,13,16,17,18","15, 2, 3, 8,12,14,19,20",1800,1200,106.98,63.758,1693.02,1136.242,3000,2829.262,1414.631,12,8,"0,78,99,141,175,192,234,301.1,393.1,442.3,469.1,495.2,534.9","0,75,128,170,194,217,269.4,301.79,318.79"
1,205,11,16,"11,13,14,15,19,20","16, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,12,17,18",900,2100,63.238,140.86,836.762,1959.14,3000,2795.902,1397.951,6,14,"0,38.2,107.2,155.2,204.4,236.79,316.19","0,28,125,178,245,287,321,338,398,476,543.1,608.1,652.1,678.2,704.3"
1,206,11,17,"11, 2, 3, 9,10,13,14,15,19,20","17, 1, 4, 5, 6, 7, 8,12,16,18",1500,1500,117.418,112.5,1382.582,1387.5,3000,2770.082,1385.041,10,10,"0,40,93,150,217.1,309.1,378.1,426.1,475.3,507.69,587.09","0,55,76,118,152,169,229,253,275.4,536.4,562.5"
1,207,11,18,"11, 2, 3, 6, 7, 9,10,13,14,15,19,20","18, 1, 4, 5, 8,12,16,17",1800,1200,125.418,55.46,1674.582,1144.54,3000,2819.122,1409.561,12,8,"0,40,93,131,148,190,257.1,349.1,418.1,466.1,515.3,547.69,627.09","0,48,69,111,178,202,224.4,251.2,277.3"
1,208,11,19,"11, 1, 4, 5, 6, 7, 8, 9,13,18","19, 2, 3,10,12,14,15,16,17,20",1500,1500,83.64,90.154,1416.36,1409.846,3000,2826.206,1413.103,10,10,"0,78,99,141,175,192,252,330,355.1,378.5,418.2","0,30,83,114.2,179.2,202.2,250.2,325,351.8,418.37,450.77"
1,209,11,20,"11, 1, 4, 5, 9,13,16,17,18","20, 2, 3, 6, 7, 8,10,12,14,15,19",1350,1650,63.98,103.218,1286.02,1546.782,3000,2832.802,1416.401,9,11,"0,78,99,141,153,178.1,227.3,254.1,280.2,319.9","0,58,111,149,166,226,298.5,363.5,386.5,434.5,483.7,516.09"
1,210,12,1,"12, 2, 3, 6, 7, 8,15,19,20","1, 4, 5, 9,10,11,13,14,16,17,18",1350,1650,88.118,87.46,1261.882,1562.54,3000,2824.422,1412.211,9,11,"0,80,133,171,188,248,300,349.2,381.59,440.59","0,21,63,75,142.1,201.7,239.9,308.9,336.4,363.2,389.3,437.3"
1,211,12,2,"12, 1, 4, 5, 6, 7, 8,16,17,18","2, 3, 9,10,11,13,14,15,19,20",1500,1500,68.4,106.298,1431.6,1393.702,3000,2825.302,1412.651,10,10,"0,21,42,84,118,135,195,241.1,267.9,294,342","0,53,110,177.1,236.7,274.9,343.9,391.9,441.1,473.49,531.49"
1,212,12,3,"12, 1, 2, 6, 7, 8,10,14,15,16","3, 4, 5, 9,11,13,17,18,19,20",1500,1500,96.66,78.518,1403.34,1421.482,3000,2824.822,1412.411,10,10,"0,21,118,147,164,224,296.5,338.5,386.5,461.3,483.3","0,67,109,121,141.5,179.7,219.1,245.2,332.2,364.59,392.59"
1,213,12,4,"12, 1, 2, 3, 8,14,15,19,20","4, 5, 6, 7, 9,10,11,13,16,17,18",1350,1650,87.918,87.8,1262.082,1562.2,3000,2824.282,1412.141,9,11,"0,21,118,171,213,251,299,348.2,380.59,439.59","0,42,76,93,135,202.1,261.7,299.9,349.1,375.9,402,439"
1,214,12,5,"12, 1, 2, 3, 4, 8,15,16,17,18","5, 6, 7, 9,10,11,13,14,19,20",1500,1500,103.94,97.938,1396.06,1402.062,3000,2798.122,1399.061,10,10,"0,21,118,171,238,292,344,418.8,445.6,471.7,519.7","0,34,51,93,160.1,219.7,257.9,326.9,379.3,411.69,489.69"
1,215,12,6,"12, 1, 2, 3, 4, 5, 9,11,13,16,17,18","6, 7, 8,10,14,15,19,20",1800,1200,100.16,75.618,1699.84,1124.382,3000,2824.222,1412.111,12,8,"0,21,118,171,238,280,292,312.5,350.7,399.9,426.7,452.8,500.8","0,17,77,149.5,191.5,239.5,288.7,321.09,378.09"
1,216,12,7,"12, 1, 4, 5, 9,14,15,20","7, 2, 3, 6, 8,10,11,13,16,17,18,19",1200,1800,53.406,118.88,1146.594,1681.12,3000,2827.714,1413.857,8,12,"0,21,42,84,96,143,191,208.03,267.03","0,35,88,126,200,272.5,332.1,370.3,419.5,446.3,472.4,559.4,594.4"
1,217,12,8,"12, 1, 2, 3, 4, 5, 6, 7,10,14,15,19,20","8, 9,11,13,16,17,18",1950,1050,117.718,62.16,1832.282,987.84,3000,2820.122,1410.061,13,7,"0,21,118,171,238,280,314,331,358,400,448,497.2,529.59,588.59","0,78,98.5,136.7,185.9,212.7,238.8,310.8"
1,218,12,9,"12, 2, 3, 5, 6, 7,10,14,15,19,20","9, 1, 4, 8,11,13,16,17,18",1650,1350,98.518,77.06,1551.482,1272.94,3000,2824.422,1412.211,11,9,"0,80,133,184,218,235,262,304,352,401.2,433.59,492.59","0,61,82,136,226,264.2,313.4,340.2,366.3,385.3"
1,219,12,10,"12, 1, 4, 5, 6, 7, 8,14,15,20","10, 2, 3, 9,11,13,16,17,18,19",1500,1500,71.406,79.96,1428.594,1420.04,3000,2848.634,1424.317,10,10,"0,21,42,84,118,135,195,233,281,298.03,357.03","0,32,85,142,162.5,200.7,249.9,276.7,302.8,389.8,399.8"
1,220,12,11,"12,14,15,19,20","11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,13,16,17,18",750,2250,42.318,165.38,707.682,2084.62,3000,2792.302,1396.151,5,15,"0,23,71,120.2,152.59,211.59","0,78,175,228,295,337,371,388,448,526,593.1,685.1,734.3,761.1,787.2,826.9"
1,221,12,13,"12, 2, 3, 6, 7, 8,14,15,16,17,19,20","13, 1, 4, 5, 9,10,11,18",1800,1200,117.618,67.16,1682.382,1132.84,3000,2815.222,1407.611,12,8,"0,80,133,171,188,248,286,334,408.8,435.6,496.7,529.09,588.09","0,71,92,134,146,213.1,272.7,312.4,335.8"
1,222,12,14,"12","14, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,13,15,16,17,18,19,20",150,2850,0,212.398,150,2637.602,3000,2787.602,1393.801,1,19,"0","0,43,140,193,260,302,336,353,413,491,558.1,617.7,655.9,772.9,847.7,874.5,900.6,987.6,1019.99,1061.99"
1,223,12,15,"12, 1, 4, 8,16,17,18","15, 2, 3, 5, 6, 7, 9,10,11,13,14,19,20",1050,1950,48.6,121.538,1001.4,1828.462,3000,2829.862,1414.931,7,13,"0,21,42,96,142.1,168.9,195,243","0,75,128,179,213,230,272,339.1,398.7,436.9,505.9,558.3,590.69,607.69"
1,224,12,16,"12, 2, 3, 6, 7, 8,10,14,15,19,20","16, 1, 4, 5, 9,11,13,17,18",1650,1350,110.218,50.66,1539.782,1299.34,3000,2839.122,1419.561,11,9,"0,80,133,171,188,248,320.5,362.5,410.5,459.7,492.09,551.09","0,28,49,91,103,123.5,161.7,201.1,227.2,253.3"
1,225,12,17,"12, 2, 3, 6, 7, 8,14,15,19,20","17, 1, 4, 5, 9,10,11,13,16,18",1500,1500,94.918,126.24,1405.082,1373.76,3000,2778.842,1389.421,10,10,"0,80,133,171,188,248,286,334,383.2,415.59,474.59","0,55,76,118,130,197.1,256.7,294.9,344.1,605.1,631.2"
1,226,12,18,"12, 1, 4, 8,14,15,20","18, 2, 3, 5, 6, 7, 9,10,11,13,16,17,19",1050,1950,51.606,132,998.394,1818,3000,2816.394,1408.197,7,13,"0,21,42,96,134,182,199.03,258.03","0,74,127,178,212,229,271,338.1,397.7,435.9,485.1,511.9,573,660"
1,227,12,19,"12, 1, 4, 8,13,16,17,18","19, 2, 3, 5, 6, 7, 9,10,11,14,15,20",1200,1800,68.28,101.026,1131.72,1698.974,3000,2830.694,1415.347,8,12,"0,21,42,96,191.3,240.5,267.3,293.4,341.4","0,30,83,134,168,185,227,294.1,353.7,407.7,455.7,472.73,505.13"
1,228,12,20,"12, 1, 4, 6, 7, 8,16,17,18","20, 2, 3, 5, 9,10,11,13,14,15,19",1350,1650,67.6,107.498,1282.4,1542.502,3000,2824.902,1412.451,9,11,"0,21,42,114,131,191,237.1,263.9,290,338","0,58,111,162,174,241.1,300.7,338.9,407.9,455.9,505.1,537.49"
1,229,13,1,"13, 2, 3, 8, 9,11,14,15,19,20","1, 4, 5, 6, 7,10,12,16,17,18",1500,1500,112.218,65.86,1387.782,1434.14,3000,2821.922,1410.961,10,10,"0,78,131,173,251,271.5,325.5,373.5,422.7,455.09,561.09","0,21,63,97,114,141,206,228.4,255.2,281.3,329.3"
1,230,13,2,"13, 1, 4, 5, 9,11,16,17,18","2, 3, 6, 7, 8,10,12,14,15,19,20",1350,1650,58.68,103.218,1291.32,1546.782,3000,2838.102,1419.051,9,11,"0,71,92,134,146,166.5,217.1,243.9,270,293.4","0,53,91,108,168,240.5,305.5,328.5,376.5,425.7,458.09,516.09"
1,231,13,3,"13, 1, 2, 6, 7, 8,10,16,17,18","3, 4, 5, 9,11,12,14,15,19,20",1500,1500,97.86,78.018,1402.14,1421.982,3000,2824.122,1412.061,10,10,"0,71,168,197,214,274,346.5,413,439.8,465.9,489.3","0,67,109,121,141.5,209.5,232.5,280.5,329.7,362.09,390.09"
1,232,13,4,"13, 1, 2, 3, 5, 6, 7, 9,10,11,16,17,18","4, 8,12,14,15,19,20",1950,1050,123.72,64.918,1826.28,985.082,3000,2811.362,1405.681,13,7,"0,71,168,221,272,306,323,365,432.1,491.7,542.3,569.1,595.2,618.6","0,54,78,101,149,198.2,230.59,324.59"
1,233,13,5,"13, 1, 2, 3, 4, 8, 9,11,16,17,18","5, 6, 7,10,12,14,15,19,20",1650,1350,113.48,74.718,1536.52,1275.282,3000,2811.802,1405.901,11,9,"0,71,168,221,288,342,420,440.5,491.1,517.9,544,567.4","0,34,51,78,143,166,214,263.2,295.59,373.59"
1,234,13,6,"13, 1, 2, 3, 4, 5, 9,10,11,18","6, 7, 8,12,14,15,16,17,19,20",1500,1500,106.36,84.818,1393.64,1415.182,3000,2808.822,1404.411,10,10,"0,71,168,221,288,330,342,409.1,468.7,508.4,531.8","0,17,77,101,124,172,246.8,273.6,334.7,367.09,424.09"
1,235,13,7,"13, 1, 2, 3, 4, 5, 6, 9,10,11,16,17,18","7, 8,12,14,15,19,20",1950,1050,129.52,55.318,1820.48,994.682,3000,2815.162,1407.581,13,7,"0,71,168,221,288,330,364,394,461.1,520.7,571.3,598.1,624.2,647.6","0,60,84,107,155,204.2,236.59,276.59"
1,236,13,8,"13, 1, 2, 3, 4, 5, 6, 7, 9,10,11,16,17,18","8,12,14,15,19,20",2100,900,135.32,46.718,1964.68,853.282,3000,2817.962,1408.981,14,6,"0,71,168,221,288,330,364,381,423,490.1,549.7,600.3,627.1,653.2,676.6","0,24,47,95,144.2,176.59,233.59"
1,237,13,9,"13, 1, 4, 5, 6, 7,10,11,14,15,20","9, 2, 3, 8,12,16,17,18,19",1650,1350,99.326,82.06,1550.674,1267.94,3000,2818.614,1409.307,11,9,"0,71,92,134,168,185,212,271.6,325.6,373.6,390.63,496.63","0,56,109,151,175,197.4,224.2,250.3,337.3,410.3"
1,238,13,10,"13, 2, 3, 8, 9,11,14,15,19,20","10, 1, 4, 5, 6, 7,12,16,17,18",1500,1500,112.218,79.74,1387.782,1420.26,3000,2808.042,1404.021,10,10,"0,78,131,173,251,271.5,325.5,373.5,422.7,455.09,561.09","0,85,106,148,182,199,244,266.4,293.2,319.3,398.7"
1,239,13,11,"13, 1, 4, 8, 9,16,17,18","11, 2, 3, 5, 6, 7,10,12,14,15,19,20",1200,1800,66.86,103.798,1133.14,1696.202,3000,2829.342,1414.671,8,12,"0,71,92,146,224,258,284.8,310.9,334.3","0,40,93,144,178,195,222,287,310,358,407.2,439.59,518.99"
1,240,13,12,"13, 2, 3, 5, 6, 7, 9,10,11,16,17,18,19","12, 1, 4, 8,14,15,20",1950,1050,138.04,51.606,1811.96,998.394,3000,2810.354,1405.177,13,7,"0,78,131,182,216,233,275,342.1,401.7,452.3,479.1,505.2,592.2,690.2","0,21,42,96,134,182,199.03,258.03"
1,241,13,14,"13, 1, 4, 5, 6, 7, 9,10,11,18,19,20","14, 2, 3, 8,12,15,16,17",1800,1200,123.758,74.32,1676.242,1125.68,3000,2801.922,1400.961,12,8,"0,71,92,134,168,185,227,294.1,353.7,393.4,480.4,512.79,618.79","0,58,111,153,177,237,311.8,338.6,371.6"
1,242,13,15,"13, 2, 3, 6, 7, 8,10,11,16,17,18,19","15, 1, 4, 5, 9,12,14,20",1800,1200,133.32,58.118,1666.68,1141.882,3000,2808.562,1404.281,12,8,"0,78,131,169,186,246,318.5,378.1,428.7,455.5,481.6,568.6,666.6","0,79,100,142,154,209,232,273.59,290.59"
1,243,13,16,"13, 2, 3, 6, 7, 9,10,11,14,15,19,20","16, 1, 4, 5, 8,12,17,18",1800,1200,128.858,55.64,1671.142,1144.36,3000,2815.502,1407.751,12,8,"0,78,131,169,186,228,295.1,354.7,408.7,456.7,505.9,538.29,644.29","0,28,49,91,158,182,226,252.1,278.2"
1,244,13,17,"13, 1, 4, 5, 9,11,18","17, 2, 3, 6, 7, 8,10,12,14,15,16,19,20",1050,1950,45.92,134.998,1004.08,1815.002,3000,2819.082,1409.541,7,13,"0,71,92,134,146,166.5,206.2,229.6","0,49,102,140,157,217,289.5,354.5,377.5,425.5,500.3,576,608.39,674.99"
1,245,13,18,"13, 2, 3, 8, 9,11,14,15,19,20","18, 1, 4, 5, 6, 7,10,12,16,17",1500,1500,112.218,65.86,1387.782,1434.14,3000,2821.922,1410.961,10,10,"0,78,131,173,251,271.5,325.5,373.5,422.7,455.09,561.09","0,48,69,111,145,162,189,254,276.4,303.2,329.3"
1,246,13,19,"13, 1, 4, 5, 6, 7, 8, 9,11,14,15,20","19, 2, 3,10,12,16,17,18",1800,1200,113.706,68.3,1686.294,1131.7,3000,2817.994,1408.997,12,8,"0,71,92,134,168,185,245,323,343.5,397.5,445.5,462.53,568.53","0,30,83,114.2,179.2,201.6,228.4,254.5,341.5"
1,247,13,20,"13, 2, 3, 6, 7, 9,11,16,17,18,19","20, 1, 4, 5, 8,10,12,14,15",1650,1350,107.4,86.906,1542.6,1263.094,3000,2805.694,1402.847,11,9,"0,78,131,169,186,228,248.5,299.1,325.9,352,439,537","0,79,100,142,209,281.5,346.5,369.5,417.5,434.53"
1,248,14,1,"14, 2, 3, 5, 6, 7, 9,10,11,13,16,17,18,19","1, 4, 8,12,15,20",2100,900,132.2,51.006,1967.8,848.994,3000,2816.794,1408.397,14,6,"0,58,111,162,196,213,255,322.1,381.7,419.9,469.1,495.9,522,609,661","0,21,75,99,159,176.03,255.03"
1,249,14,2,"14, 1, 4, 5, 6, 7, 9,11,13,16,17,18","2, 3, 8,10,12,15,19,20",1800,1200,81.76,86.418,1718.24,1113.582,3000,2831.822,1415.911,12,8,"0,43,64,106,140,157,199,219.5,257.7,306.9,333.7,359.8,408.8","0,53,95,167.5,232.5,292.5,341.7,374.09,432.09"
1,250,14,3,"14, 1, 2, 6, 9,10,11,13,15,19,20","3, 4, 5, 7, 8,12,16,17,18",1650,1350,120.898,74.26,1529.102,1275.74,3000,2804.842,1402.421,11,9,"0,43,140,169,199,266.1,325.7,363.9,480.9,530.1,562.49,604.49","0,67,109,150,210,234,256.4,283.2,309.3,371.3"
1,251,14,4,"14, 1, 2, 3, 5, 6, 7, 9,10,11,13,15,19,20","4, 8,12,16,17,18",2100,900,148.498,38.06,1951.502,861.94,3000,2813.442,1406.721,14,6,"0,43,140,193,244,278,295,337,404.1,463.7,501.9,618.9,668.1,700.49,742.49","0,54,78,100.4,127.2,153.3,190.3"
1,252,14,5,"14, 1, 2, 3, 4, 8,12,15,19,20","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,104.318,74.4,1395.682,1425.6,3000,2821.282,1410.641,10,10,"0,43,140,193,260,314,338,398,447.2,479.59,521.59","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
1,253,14,6,"14, 1, 2, 3, 4, 5, 8,10,12,15,16,17","6, 7, 9,11,13,18,19,20",1800,1200,140.22,63.498,1659.78,1136.502,3000,2796.282,1398.141,12,8,"0,43,140,193,260,302,369,441.5,506.5,566.5,641.3,668.1,701.1","0,17,59,79.5,117.7,141.1,228.1,260.49,317.49"
1,254,14,7,"14, 1, 2, 3, 4, 5, 6, 9,11,13,16,17,18","7, 8,10,12,15,19,20",1950,1050,115.16,75.818,1834.84,974.182,3000,2809.022,1404.511,13,7,"0,43,140,193,260,302,336,366,386.5,424.7,473.9,500.7,526.8,575.8","0,60,132.5,197.5,257.5,306.7,339.09,379.09"
1,255,14,8,"14, 1, 2, 3, 4, 5, 6, 7,10,11,12,15,16","8, 9,13,17,18,19,20",1950,1050,133.88,68.998,1816.12,981.002,3000,2797.122,1398.561,13,7,"0,43,140,193,260,302,336,353,380,439.6,507.6,567.6,642.4,669.4","0,78,103.1,142.5,168.6,255.6,287.99,344.99"
1,256,14,9,"14, 2, 3, 6, 7, 8,12,15,19,20","9, 1, 4, 5,10,11,13,16,17,18",1500,1500,86.718,82.08,1413.282,1417.92,3000,2831.202,1415.601,10,10,"0,58,111,149,166,226,250,310,359.2,391.59,433.59","0,61,82,124,191.5,251.1,289.3,338.5,365.3,391.4,410.4"
1,257,14,10,"14, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18","10,12,15,19,20",2250,750,140.16,46.558,2109.84,703.442,3000,2813.282,1406.641,15,5,"0,43,140,193,260,302,336,353,413,491,511.5,549.7,598.9,625.7,651.8,700.8","0,65,125,174.2,206.59,232.79"
1,258,14,11,"14, 2, 3,10,12,15,19,20","11, 1, 4, 5, 6, 7, 8, 9,13,16,17,18",1200,1800,78.158,99.38,1121.842,1700.62,3000,2822.462,1411.231,8,12,"0,58,111,142.2,207.2,267.2,316.4,348.79,390.79","0,78,99,141,175,192,252,330,355.1,404.3,431.1,457.2,496.9"
1,259,14,12,"14, 2, 3, 5, 6, 7,10,15,19,20","12, 1, 4, 8, 9,11,13,16,17,18",1500,1500,81.318,76.56,1418.682,1423.44,3000,2842.122,1421.061,10,10,"0,58,111,162,196,213,240,283,332.2,364.59,406.59","0,21,42,96,174,194.5,232.7,281.9,308.7,334.8,382.8"
1,260,14,13,"14, 2, 3, 6, 7, 8,12,15,19,20","13, 1, 4, 5, 9,10,11,16,17,18",1500,1500,86.718,79.92,1413.282,1420.08,3000,2833.362,1416.681,10,10,"0,58,111,149,166,226,250,310,359.2,391.59,433.59","0,71,92,134,146,213.1,272.7,323.3,350.1,376.2,399.6"
1,261,14,15,"14, 1, 4, 5, 9,11,13,16,17,18","15, 2, 3, 6, 7, 8,10,12,19,20",1500,1500,65.56,100.898,1434.44,1399.102,3000,2833.542,1416.771,10,10,"0,43,64,106,118,138.5,176.7,225.9,252.7,278.8,327.8","0,75,128,166,183,243,315.5,380.5,455.1,487.49,504.49"
1,262,14,16,"14, 1, 4, 5, 8,12,15,20","16, 2, 3, 6, 7, 9,10,11,13,17,18,19",1200,1800,63.206,123.02,1136.794,1676.98,3000,2813.774,1406.887,8,12,"0,43,64,106,173,197,257,274.03,316.03","0,72,125,163,180,222,289.1,348.7,386.9,426.3,452.4,539.4,615.1"
1,263,14,17,"14, 1, 4, 8,12,15,20","17, 2, 3, 5, 6, 7, 9,10,11,13,16,18,19",1050,1950,52.206,173.84,997.794,1776.16,3000,2773.954,1386.977,7,13,"0,43,64,118,142,202,219.03,261.03","0,49,102,153,187,204,246,313.1,372.7,410.9,460.1,721.1,808.1,869.2"
